track_name,track_artist,playlist_genre,track_popularity
Watch This - ARIZONATEARS Pluggnb Remix,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",gaming,75
10:35,"Tiësto, Tate McRae",gaming,75
TOO COOL TO BE CARELESS,PAWSA,gaming,74
Automotivo Bibi Fogosa,"Bibi Babydoll, Dj Brunin XM, KZA Produções",gaming,74
Bones,Imagine Dragons,gaming,74
First Person Shooter (feat. J. Cole),"Drake, J. Cole",gaming,74
Atmosphere,"FISHER, Kita Alexander",gaming,73
9mm,"Memphis Cult, Groove Dealers, SPLYXER",gaming,73
edamame,"bbno$, Rich Brian",gaming,73
Breathe,Yeat,gaming,73
GOOD LOYAL THOTS,Odetari,gaming,73
Let's Go,Key Glock,gaming,73
GODS,"League of Legends, NewJeans",gaming,73
Stronger,Young Jonn,afrobeats,70
Are you there?,Ayo Maff,afrobeats,69
OZEBA,Rema,afrobeats,68
Constantly,"Hyce, BoyPee, Brown Joel",afrobeats,68
JUJU (feat. Shallipopi),"Smur Lee, ODUMODUBLVCK, Shallipopi",afrobeats,71
alone - Remix,"FOLA, Bnxn",afrobeats,68
Dealer,"Ayo Maff, Fireboy DML",afrobeats,68
アイドル,YOASOBI,j-pop,72
KICK BACK,Kenshi Yonezu,j-pop,72
ライラック,Mrs. GREEN APPLE,j-pop,77
青のすみか,Tatsuya Kitani,j-pop,71
Bling-Bang-Bang-Born,Creepy Nuts,j-pop,80
カーテンコール,Yuuri,j-pop,73
晴る,ヨルシカ,j-pop,70
Nobody - from Kaiju No. 8,OneRepublic,j-pop,69
Abyss - from Kaiju No. 8,YUNGBLUD,j-pop,68
絆ノ奇跡,"MAN WITH A MISSION, milet",j-pop,68
タイムパラドックス,Vaundy,j-pop,68
Master Of Puppets,Metallica,metal,75
The Trooper - 2015 Remaster,Iron Maiden,metal,71
Walk,Pantera,metal,73
Chop Suey!,System Of A Down,metal,83
Blind,Korn,metal,68
One,Metallica,metal,72
Mother,Danzig,metal,69
Cowboys from Hell,Pantera,metal,71
Duality,Slipknot,metal,80
Enter Sandman,Metallica,metal,79
Hail to the King,Avenged Sevenfold,metal,75
Freak On a Leash,Korn,metal,77
Dragula,Rob Zombie,metal,77
Nightmare,Avenged Sevenfold,metal,70
My Own Summer (Shove It),Deftones,metal,77
Schism,TOOL,metal,68
"Nuthin' But A ""G"" Thang","Dr. Dre, Snoop Dogg",hip-hop,76
Could You Be Loved,Bob Marley & The Wailers,reggae,79
Welcome To Jamrock,Damian Marley,reggae,68
Murder She Wrote,Chaka Demus & Pliers,reggae,68
Buffalo Soldier,Bob Marley & The Wailers,reggae,70
Still D.R.E.,"Dr. Dre, Snoop Dogg",hip-hop,81
Hypnotize - 2014 Remaster,The Notorious B.I.G.,hip-hop,78
Doo Wop (That Thing),Ms. Lauryn Hill,hip-hop,74
Do For Love,2Pac,hip-hop,74
"Shook Ones, Pt. II",Mobb Deep,hip-hop,74
I Got 5 On It,"Luniz, Michael Marshall",hip-hop,73
Still Not a Player (feat. Joe) - Radio Version,"Big Pun, Joe",hip-hop,72
Juicy - 2005 Remaster,The Notorious B.I.G.,hip-hop,73
C.R.E.A.M. (Cash Rules Everything Around Me),Wu-Tang Clan,hip-hop,72
Insane in the Brain,Cypress Hill,hip-hop,70
ATLiens,Outkast,hip-hop,70
N.Y. State of Mind,Nas,hip-hop,70
Check Yo Self - Remix,"Ice Cube, Das EFX",hip-hop,69
Dear Mama,2Pac,hip-hop,68
Survival of the Fittest,Mobb Deep,hip-hop,68
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,"The Notorious B.I.G., Mase, Diddy",hip-hop,72
Can I Kick It?,A Tribe Called Quest,hip-hop,68
Keep Ya Head Up,2Pac,hip-hop,68
Everybody Wants To Rule The World,Tears For Fears,rock,85
Don't Stop Believin',Journey,rock,72
Dancing In the Dark,Bruce Springsteen,rock,82
You Give Love A Bad Name,Bon Jovi,rock,81
Summer Of '69,Bryan Adams,rock,80
Under Pressure - Remastered 2011,"Queen, David Bowie",rock,79
Start Me Up - Remastered 2009,The Rolling Stones,rock,76
Jump - 2015 Remaster,Van Halen,rock,75
The Final Countdown,Europe,rock,74
Hells Bells,AC/DC,rock,73
Every Little Thing She Does Is Magic,The Police,rock,73
I Won't Back Down,Tom Petty,rock,73
Wanted Dead Or Alive,Bon Jovi,rock,72
Run To You,Bryan Adams,rock,71
Rock the Casbah - Remastered,The Clash,rock,71
Hungry Like the Wolf - 2009 Remaster,Duran Duran,rock,71
How Soon Is Now? - 2011 Remaster,The Smiths,rock,71
Shout,Tears For Fears,rock,71
Separate Ways (Worlds Apart) [2023 Remaster],Journey,rock,70
Glory Days,Bruce Springsteen,rock,70
Edge of Seventeen - 2016 Remaster,Stevie Nicks,rock,69
Beds Are Burning - Remastered,Midnight Oil,rock,69
Don't Stand So Close To Me,The Police,rock,69
Hurts So Good,John Mellencamp,rock,69
Hysteria,Def Leppard,rock,69
Call Me,Blondie,rock,69
Fight For Your Right,Beastie Boys,rock,68
Every Rose Has Its Thorn - 2003 Remaster,Poison,rock,68
SPIDER,"GIMS, DYSTINCT",hip-hop,74
Bolide Noir,"Central Cee, JRK 19",hip-hop,70
MAMI WATA,"Gazo, Tiakola",hip-hop,68
ABCD,NAYEON,k-pop,73
Rockstar,LISA,k-pop,83
Supernova,aespa,k-pop,72
Armageddon,aespa,k-pop,74
Small girl (feat. D.O.),"Lee Young Ji, D.O.",k-pop,72
SPOT!,"ZICO, JENNIE",k-pop,78
How Sweet,NewJeans,k-pop,78
SHEESH,BABYMONSTER,k-pop,78
LIKE THAT,BABYMONSTER,k-pop,75
Smoothie,NCT DREAM,k-pop,69
Drama,aespa,k-pop,78
All I Want for Christmas Is You,Mariah Carey,pop,87
Last Christmas - Single Version,Wham!,pop,72
The Night We Met,Lord Huron,pop,88
Sweater Weather,The Neighbourhood,pop,90
I Wanna Be Yours,Arctic Monkeys,pop,90
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",pop,90
Yellow,Coldplay,pop,89
That's What I Like,Bruno Mars,pop,88
Locked out of Heaven,Bruno Mars,pop,89
Bed Chem,Sabrina Carpenter,pop,90
Like Him (feat. Lola Young),"Tyler, The Creator, Lola Young",pop,87
Night Changes,One Direction,pop,89
Rockin' Around The Christmas Tree,Brenda Lee,pop,83
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",pop,89
Just the Way You Are,Bruno Mars,pop,85
NIGHTS LIKE THIS,The Kid LAROI,pop,88
Iris,The Goo Goo Dolls,pop,87
In the End,Linkin Park,pop,88
Juno,Sabrina Carpenter,pop,87
Riptide,Vance Joy,pop,85
Heavy Is the Crown,Linkin Park,pop,78
Santa Tell Me,Ariana Grande,pop,82
Jingle Bell Rock,Bobby Helms,pop,80
LA INOCENTE,"Mora, Feid",latin,78
PERRO NEGRO,"Bad Bunny, Feid",latin,84
BUBALU,"Feid, Rema",latin,68
HACIENDO QUE ME AMAS,Bad Bunny,latin,71
Tan Bonita,Piso 21,latin,68
Tiroteo - Remix,"Marc Seguí, Rauw Alejandro, Pol Granch",latin,78
Cómo Te Atreves,Morat,latin,72
Tacones Rojos,Sebastian Yatra,latin,68
Fuera del mercado,Danny Ocean,latin,76
Ojitos Lindos,"Bad Bunny, Bomba Estéreo",latin,80
Otro Atardecer,"Bad Bunny, The Marías",latin,75
Yo No Soy Celoso,Bad Bunny,latin,70
Neverita,Bad Bunny,latin,75
Un Coco,Bad Bunny,latin,76
Andrea,"Bad Bunny, Buscabulla",latin,74
PROVENZA,KAROL G,latin,71
Inolvidable,"Ovy On The Drums, Beéle",latin,70
DESPECHÁ,ROSALÍA,latin,71
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",latin,80
telepatía,Kali Uchis,latin,81
AMOR DE CINE,HUMBE,latin,71
Gato de Noche,"Ñengo Flow, Bad Bunny",latin,68
un x100to,"Grupo Frontera, Bad Bunny",latin,75
Si No Estás,iñigo quintero,latin,80
CLASSY 101,"Feid, Young Miko",latin,79
Martin & Gina,Polo G,arabic,78
Chosen 1,Polo G,arabic,68
Lemonade (feat. NAV),"Internet Money, Gunna, Don Toliver, NAV",arabic,77
Drip Too Hard (Lil Baby & Gunna),"Lil Baby, Gunna",arabic,79
Roll in Peace (feat. XXXTENTACION),"Kodak Black, XXXTENTACION",arabic,71
No Heart,"21 Savage, Metro Boomin",arabic,68
Pop Out (feat. Lil Tjay),"Polo G, Lil Tjay",arabic,74
Bank Account,21 Savage,arabic,72
Low Down,Lil Baby,arabic,72
10 Freaky Girls (with 21 Savage),"Metro Boomin, 21 Savage",arabic,73
Freestyle,Lil Baby,arabic,77
Walk Em Down (feat. Roddy Ricch),"NLE Choppa, Roddy Ricch",arabic,71
F.N,Lil Tjay,arabic,73
Baby (Lil Baby feat. DaBaby),"Quality Control, Lil Baby, DaBaby",arabic,72
back to the moon,Gunna,arabic,69
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",arabic,68
Lean Wit Me,Juice WRLD,arabic,77
Robbery,Juice WRLD,arabic,78
1400 / 999 Freestyle (feat. Juice WRLD),"Trippie Redd, Juice WRLD",arabic,69
Wishing Well,Juice WRLD,arabic,76
All Girls Are The Same,Juice WRLD,arabic,83
Black & White,Juice WRLD,arabic,71
Lonely At The Top,Asake,arabic,70
Goodbyes (feat. Young Thug),"Post Malone, Young Thug",arabic,74
Trance (with Travis Scott & Young Thug),"Metro Boomin, Travis Scott, Young Thug",arabic,82
Active,"Asake, Travis Scott",arabic,68
Life Goes On,"Lil Baby, Gunna, Lil Uzi Vert",arabic,72
Easy On Me,Adele,pop,77
Wrecking Ball,Miley Cyrus,pop,78
All of Me,John Legend,pop,83
Just Give Me a Reason (feat. Nate Ruess),"P!nk, Nate Ruess",pop,83
Counting Stars,OneRepublic,pop,71
Unstoppable,Sia,pop,77
Stick Season,Noah Kahan,pop,87
When I Was Your Man,Bruno Mars,pop,87
Story of My Life,One Direction,pop,86
Another Love,Tom Odell,pop,86
lovely (with Khalid),"Billie Eilish, Khalid",pop,86
Nonsense,Sabrina Carpenter,pop,86
Shape of You,Ed Sheeran,pop,86
Something in the Orange,Zach Bryan,pop,85
Say You Won't Let Go,James Arthur,pop,85
Perfect,Ed Sheeran,pop,86
The Scientist,Coldplay,pop,84
Skyfall,Adele,pop,84
Thunder,Imagine Dragons,pop,84
Lover,Taylor Swift,pop,84
Circles,Post Malone,pop,83
Heather,Conan Gray,pop,83
Ghost,Justin Bieber,pop,83
Maps,Maroon 5,pop,83
Photograph,Ed Sheeran,pop,84
Stitches,Shawn Mendes,pop,82
Fix You,Coldplay,pop,82
Fast Car,Luke Combs,pop,82
Before You Go,Lewis Capaldi,pop,81
Anti-Hero,Taylor Swift,pop,81
Complicated,Avril Lavigne,pop,81
Paradise,Coldplay,pop,81
Memories,Maroon 5,pop,82
Thinking out Loud,Ed Sheeran,pop,81
Drops of Jupiter (Tell Me),Train,pop,80
Dance The Night - From Barbie The Album,Dua Lipa,pop,80
I Ain't Worried,OneRepublic,pop,79
Try,P!nk,pop,79
This Love,Maroon 5,pop,82
7 Years,Lukas Graham,pop,79
Heartbreak Anniversary,Giveon,pop,79
Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",pop,79
Like I'm Gonna Lose You (feat. John Legend),"Meghan Trainor, John Legend",pop,78
Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",pop,78
She Will Be Loved - Radio Mix,Maroon 5,pop,80
This Town,Niall Horan,pop,78
Lil Boo Thang,Paul Russell,pop,78
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",pop,78
Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",pop,78
Marry You,Bruno Mars,pop,78
Dancing On My Own,Calum Scott,pop,78
Without Me,Halsey,pop,78
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",pop,77
Best Day Of My Life,American Authors,pop,77
Sugar,Maroon 5,pop,78
The Middle,"Zedd, Maren Morris, Grey",pop,76
Lose You To Love Me,Selena Gomez,pop,76
Nothing Breaks Like a Heart (feat. Miley Cyrus),"Mark Ronson, Miley Cyrus",pop,76
Last Night,Morgan Wallen,pop,76
Royals,Lorde,pop,76
Bleeding Love,Leona Lewis,pop,75
A Thousand Miles,Vanessa Carlton,pop,75
Love Story (Taylor’s Version),Taylor Swift,pop,75
Señorita,"Shawn Mendes, Camila Cabello",pop,75
Wide Awake,Katy Perry,pop,74
I'm Yours,Jason Mraz,pop,74
Wherever You Will Go,The Calling,pop,74
Somebody That I Used To Know,"Gotye, Kimbra",pop,74
Girl on Fire,Alicia Keys,pop,74
You Know I'm No Good,Amy Winehouse,pop,74
Be Alright,Dean Lewis,pop,74
Someone To You,BANNERS,pop,74
Arcade,Duncan Laurence,pop,73
Fight Song,Rachel Platten,pop,73
Teenage Dream,Katy Perry,pop,73
What About Us,P!nk,pop,72
Demons,Imagine Dragons,pop,72
If You Love Her,Forest Blakk,pop,72
Issues,Julia Michaels,pop,72
You Say,Lauren Daigle,pop,72
If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",pop,72
Halo,Beyoncé,pop,71
We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",pop,71
Back To Black,Amy Winehouse,pop,70
"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber",pop,70
Rise Up,Andra Day,pop,70
Part Of Me,Katy Perry,pop,70
jar of hearts,Christina Perri,pop,69
Chandelier,Sia,pop,69
Control,Zoe Wees,pop,69
Starboy,"The Weeknd, Daft Punk",pop,87
Take on Me,a-ha,pop,84
Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean",pop,84
Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris",pop,84
Shut Up and Dance,WALK THE MOON,pop,83
Livin' On A Prayer,Bon Jovi,pop,83
Wake Me Up,Avicii,pop,83
Toxic,Britney Spears,pop,83
Sweet Dreams (Are Made of This) - 2005 Remaster,"Eurythmics, Annie Lennox, Dave Stewart",pop,83
TiK ToK,Kesha,pop,83
Sorry,Justin Bieber,pop,83
Dancing Queen,ABBA,pop,82
The Way I Are,"Timbaland, Keri Hilson, D.O.E.",pop,82
DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",pop,81
...Baby One More Time,Britney Spears,pop,81
Ms. Jackson,Outkast,pop,81
Poker Face,Lady Gaga,pop,81
Time of Our Lives,"Pitbull, Ne-Yo",pop,82
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,pop,81
Gimme More,Britney Spears,pop,80
24K Magic,Bruno Mars,pop,80
Girls Just Want to Have Fun,Cyndi Lauper,pop,80
Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",pop,80
Call Me Maybe,Carly Rae Jepsen,pop,80
No Lie,"Sean Paul, Dua Lipa",pop,80
SexyBack (feat. Timbaland),"Justin Timberlake, Timbaland",pop,80
I Gotta Feeling,Black Eyed Peas,pop,80
What Do You Mean?,Justin Bieber,pop,79
Don't Stop The Music,Rihanna,pop,79
Wannabe,Spice Girls,pop,79
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",pop,79
Oops!...I Did It Again,Britney Spears,pop,79
Tainted Love,Soft Cell,pop,79
Just Dance,"Lady Gaga, Colby O'Donis",pop,79
Candy Shop,"50 Cent, Olivia",pop,78
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,pop,78
Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",pop,78
Rock Your Body,Justin Timberlake,pop,78
Disturbia,Rihanna,pop,78
Believe,Cher,pop,78
Don't Go Breaking My Heart,"Elton John, Kiki Dee",pop,78
Can't Get You out of My Head,Kylie Minogue,pop,78
Temperature,Sean Paul,pop,78
Latch,"Disclosure, Sam Smith",pop,78
9 to 5,Dolly Parton,pop,78
Shake It Off,Taylor Swift,pop,78
Pon de Replay,Rihanna,pop,78
Lady - Hear Me Tonight,Modjo,pop,77
All That She Wants,Ace of Base,pop,77
Levels - Radio Edit,Avicii,pop,77
Billie Jean,Michael Jackson,pop,77
Feel This Moment (feat. Christina Aguilera),"Pitbull, Christina Aguilera",pop,77
Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",pop,77
Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",pop,76
Starships,Nicki Minaj,pop,76
No Diggity,"Blackstreet, Dr. Dre, Queen Pen",pop,76
Walking On Sunshine,Katrina & The Waves,pop,76
International Love (feat. Chris Brown),"Pitbull, Chris Brown",pop,77
Mamma Mia,ABBA,pop,76
Don't You Want Me,The Human League,pop,76
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,pop,76
Boogie Wonderland,"Earth, Wind & Fire, The Emotions",pop,76
Con Calma,"Daddy Yankee, Snow",pop,76
Glad You Came,The Wanted,pop,76
Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake",pop,76
Good Feeling,Flo Rida,pop,76
Good Time,"Owl City, Carly Rae Jepsen",pop,75
Replay,Iyaz,pop,75
Break Free,"Ariana Grande, Zedd",pop,75
"Freed From Desire - prod. Molella, Phil Jay","Gala, Molella, Phil Jay",pop,75
Flashdance...What a Feeling - Radio Edit,Irene Cara,pop,75
Ride Wit Me,"Nelly, City Spud",pop,75
Mambo No. 5 (a Little Bit of...),Lou Bega,pop,75
Let's Groove,"Earth, Wind & Fire",pop,75
"Whenever, Wherever",Shakira,pop,74
Destination Calabria - Radio Edit,"Alex Gaudino, Crystal Waters",pop,74
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,pop,74
Like a Prayer,Madonna,pop,74
Hot N Cold,Katy Perry,pop,74
Bye Bye Bye,*NSYNC,pop,74
Hot In Herre,Nelly,pop,74
Take A Chance On Me,ABBA,pop,74
Barbie Girl,Aqua,pop,74
Give It To Me,"Timbaland, Justin Timberlake, Nelly Furtado",pop,74
Just Can't Get Enough,Depeche Mode,pop,74
Stayin' Alive,Bee Gees,pop,74
Return of the Mack,Mark Morrison,pop,73
Don't Stop 'Til You Get Enough,Michael Jackson,pop,73
"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,pop,73
Don't Worry (with Ray Dalton) - Radio Edit,"Madcon, Ray Dalton",pop,73
Livin' la Vida Loca,Ricky Martin,pop,73
Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",pop,73
4 Minutes (feat. Justin Timberlake & Timbaland),"Madonna, Justin Timberlake, Timbaland",pop,73
Call on Me - Radio Mix,Eric Prydz,pop,73
Best of My Love,The Emotions,pop,73
Get Up (Rattle) [feat. Far East Movement] - Vocal Edit,"Bingo Players, Far East Movement",pop,72
Kiss,Prince,pop,73
Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta, Flo Rida, Nicki Minaj",pop,72
I Kissed A Girl,Katy Perry,pop,72
Miami,Will Smith,pop,72
Coco Jamboo,Mr. President,pop,72
Born to Be Alive - The Original,Patrick Hernandez,pop,72
Music Sounds Better With You - Radio Edit,"Stardust, Benjamin Diamond, Alan Braxe, Thomas Bangalter",pop,72
Gangnam Style (강남스타일),PSY,pop,72
All Around The World (La La La),"R3HAB, A Touch Of Class",pop,71
The Sign,Ace of Base,pop,71
Don't Cha,"The Pussycat Dolls, Busta Rhymes",pop,71
U Can't Touch This,MC Hammer,pop,71
Love Really Hurts Without You,Billy Ocean,pop,71
Cotton Eye Joe,Rednex,pop,71
Born This Way,Lady Gaga,pop,71
Rockabye (feat. Sean Paul & Anne-Marie),"Clean Bandit, Sean Paul, Anne-Marie",pop,70
Tarzan Boy,Baltimora,pop,70
The Rhythm of the Night,Corona,pop,70
Never Forget You,"Zara Larsson, MNEK",pop,70
Ice Ice Baby,Vanilla Ice,pop,70
Beanie,Chezile,pop,82
the perfect pair,beabadoobee,pop,80
Nothing's New,Rio Romeo,pop,78
Bags,Clairo,pop,78
Tip Toe,HYBS,pop,76
For the First Time,Mac DeMarco,pop,80
Better,sign crushes motorist,pop,73
4EVER,Clairo,pop,73
In A Good Way,Faye Webster,pop,71
i wanna be your girlfriend,girl in red,pop,73
Like a Stone,Audioslave,rock,77
Do I Wanna Know?,Arctic Monkeys,rock,84
Ride,Twenty One Pilots,rock,80
Otherside,Red Hot Chili Peppers,rock,81
What I've Done,Linkin Park,rock,81
Decode,Paramore,rock,71
Breaking the Habit,Linkin Park,rock,74
BURN IT DOWN,Linkin Park,rock,76
New Divide,Linkin Park,rock,70
21 Guns,Green Day,rock,74
Everybody's Changing,Keane,rock,73
Leave Out All The Rest,Linkin Park,rock,71
I Don't Love You,My Chemical Romance,rock,74
Scar Tissue,Red Hot Chili Peppers,rock,82
Where Is My Mind?,Pixies,rock,72
CASTLE OF GLASS,Linkin Park,rock,74
Can't Stop,Red Hot Chili Peppers,rock,81
Black,Pearl Jam,rock,73
THE LONELIEST,Måneskin,rock,68
Ain't No Rest for the Wicked,Cage The Elephant,rock,76
Snow (Hey Oh),Red Hot Chili Peppers,rock,77
Supermassive Black Hole,Muse,rock,78
My Demons,STARSET,rock,70
Use Somebody,Kings of Leon,rock,76
Dani California,Red Hot Chili Peppers,rock,77
"Sex, Drugs, Etc.",Beach Weather,rock,73
In My Place,Coldplay,rock,74
Paralyzer,Finger Eleven,rock,74
Last Night on Earth,Green Day,rock,68
In the Shadows,The Rasmus,rock,71
Take Me Out,Franz Ferdinand,rock,80
Far Behind,Candlebox,rock,68
Just Like Heaven,The Cure,rock,73
By the Way,Red Hot Chili Peppers,rock,74
Two Faced,Linkin Park,rock,79
Starburster,Fontaines D.C.,rock,69
Beaches,beabadoobee,rock,69
Fear of the Dark - 2015 Remaster,Iron Maiden,metal,69
Seek & Destroy - Remastered,Metallica,metal,68
Dirty Little Secret,The All-American Rejects,punk,70
Gives You Hell,The All-American Rejects,punk,69
1985,Bowling For Soup,punk,69
Stacy's Mom,Fountains Of Wayne,punk,72
Misery Business,Paramore,punk,73
Call Me When You're Sober,Evanescence,punk,69
Sk8er Boi,Avril Lavigne,punk,77
I'm with You,Avril Lavigne,punk,73
My Happy Ending,Avril Lavigne,punk,70
The Anthem,Good Charlotte,punk,75
Ain't It Fun,Paramore,punk,71
Still into You,Paramore,punk,78
I Write Sins Not Tragedies,Panic! At The Disco,punk,72
All The Small Things,blink-182,punk,81
Wake Me up When September Ends,Green Day,punk,77
Bring Me To Life,Evanescence,punk,83
What the Hell,Avril Lavigne,punk,71
I Miss You,blink-182,punk,75
Boulevard of Broken Dreams,Green Day,punk,70
American Idiot,Green Day,punk,79
Beverly Hills,Weezer,punk,68
The Only Exception,Paramore,punk,74
I Think I'm OKAY (with YUNGBLUD & Travis Barker),"mgk, YUNGBLUD, Travis Barker",punk,68
My Own Worst Enemy,Lit,punk,74
Ocean Avenue,Yellowcard,punk,71
Face Down,The Red Jumpsuit Apparatus,punk,75
Miss Murder,AFI,punk,68
Thnks fr th Mmrs,Fall Out Boy,punk,77
Teenagers,My Chemical Romance,punk,79
Fat Lip,Sum 41,punk,73
What's My Age Again?,blink-182,punk,77
Feel Good Inc.,Gorillaz,punk,84
I'm Not Okay (I Promise),My Chemical Romance,punk,74
Hard Times,Paramore,punk,73
Helena,My Chemical Romance,punk,76
Famous Last Words,My Chemical Romance,punk,72
Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,punk,68
The Ghost of You,My Chemical Romance,punk,70
First Date,blink-182,punk,74
"Sugar, We're Goin Down",Fall Out Boy,punk,76
"Dance, Dance",Fall Out Boy,punk,75
The Rock Show,blink-182,punk,69
Holiday / Boulevard of Broken Dreams,Green Day,punk,69
Adam's Song,blink-182,punk,71
King For A Day,"Pierce The Veil, Kellin Quinn",punk,75
Bulls In The Bronx,Pierce The Veil,punk,68
Sacrifice,Elton John,blues,72
I Will Always Love You,Whitney Houston,blues,75
Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,blues,74
End Of The Road,Boyz II Men,blues,70
The Power of Love,Céline Dion,blues,71
"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,blues,77
You Are Not Alone,Michael Jackson,blues,68
Stuck On You,Lionel Richie,blues,69
Killing Me Softly With His Song,Roberta Flack,blues,70
Saving All My Love for You,Whitney Houston,blues,68
Only Time,Enya,blues,71
Apologize,OneRepublic,blues,69
I'm Alive,Céline Dion,blues,69
Kiss from a Rose,Seal,blues,71
Mad,Ne-Yo,blues,70
It's All Coming Back to Me Now,Céline Dion,blues,72
"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,blues,74
Sexual Healing,Marvin Gaye,blues,73
All My Life,K-Ci & JoJo,blues,68
You're Beautiful,James Blunt,blues,75
Say My Name,Destiny's Child,blues,78
Baby,"Justin Bieber, Ludacris",blues,81
Drunk in Love (feat. Jay-Z),"Beyoncé, JAY-Z",blues,70
Down,"Jay Sean, Lil Wayne",blues,77
Love The Way You Lie,"Eminem, Rihanna",blues,83
Hate That I Love You,"Rihanna, Ne-Yo",blues,69
No Love,"Eminem, Lil Wayne",blues,68
Mirror,"Lil Wayne, Bruno Mars",blues,74
Baby Can I Hold You,Tracy Chapman,blues,72
So Into You,Tamia,blues,69
Stan,"Eminem, Dido",blues,79
We Belong Together,Mariah Carey,blues,74
Nothing's Gonna Change My Love for You,George Benson,blues,71
When I See U,Fantasia,blues,69
Another Day in Paradise - 2016 Remaster,Phil Collins,blues,77
Stand By Me,Ben E. King,blues,75
Beautiful Girls,Sean Kingston,blues,78
Sweet Home Alabama,Lynyrd Skynyrd,rock,78
Free Bird,Lynyrd Skynyrd,rock,75
Simple Man,Lynyrd Skynyrd,rock,73
S P E Y S I D E,Bon Iver,folk,72
Silver Lining,Mt. Joy,folk,74
To Build A Home,"The Cinematic Orchestra, Patrick Watson",folk,72
My Home,Myles Smith,folk,73
Stubborn Love,The Lumineers,folk,74
Thinking 'Bout Love,Wild Rivers,folk,71
i am not who i was,Chance Peña,folk,79
THINGS BEHIND THINGS BEHIND THINGS,Bon Iver,folk,69
Orange Juice,Noah Kahan,folk,73
Evergreen,Richy Mitch & The Coal Miners,folk,84
anything,Adrianne Lenker,folk,77
Work Song,Hozier,folk,77
Je te laisserai des mots,Patrick Watson,folk,83
Scared To Start,Michael Marcagi,folk,84
Big Black Car,Gregory Alan Isakov,folk,76
Turn out fine,Henrik,folk,68
Good To Be,Mark Ambor,folk,71
Homesick,Noah Kahan,folk,70
The Mountain Is You,Chance Peña,folk,69
Saturday Sun,Vance Joy,folk,69
Down by the Water,Ocie Elliott,folk,73
Walkin’ Back to Georgia,Jim Croce,folk,69
The Devil Wears a Suit and Tie,Colter Wall,folk,70
Heart of Gold,Neil Young,folk,71
Operator (That's Not the Way It Feels),Jim Croce,folk,71
A Horse with No Name,"America, George Martin",folk,76
Sleeping on the Blacktop,Colter Wall,folk,74
White Brown Black,"Avvy Sra, Karan Aujla, Jaani",indian,73
Brown Munde,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",indian,68
Can We Kiss Forever?,"Kina, Adriana Proenza",lofi,70
Get You The Moon (feat. Snøw),"Kina, Snøw",lofi,73
Behind Every Decision,Yehezkel Raz,classical,70
Stumblin' In,CYRIL,electronic,84
For Life (feat. Nile Rodgers),"Kygo, Zak Abel, Nile Rodgers",electronic,70
Hold Me,Lavern,electronic,72
Give It To Me - Full Vocal Mix,Matt Sassari,electronic,80
I Only Smoke When I Drink,nimino,electronic,79
It's Not Right But It's Okay,Mr. Belt & Wezol,electronic,77
Never Going Home Tonight (feat. Madison Love),"David Guetta, Alesso, Madison Love",electronic,77
